Fiscal Year,Month,Region,Affiliate,Channel,Sub-Channel,Brand,Sub-Brand,Gender,Category,FX Type,Net Revenue,Units Sold,Inventory
2021,October,Asia,Singapore,Wholesale,Franchise,Levis,Levis Womens,Womens,Tops,2021 Actual Rate,188299.00,9910.00,11793.00
2021,October,Asia,Singapore,DTC,Ecomm,Levis,Levis Womens,Womens,Tops,2021 Actual Rate,186708.00,8891.00,10313.00
2021,October,Asia,Singapore,Wholesale,Franchise,Dockers,,Mens,Bottoms,FCST7 Rate,180181.00,7207.00,7928.00
2021,October,Asia,Singapore,Wholesale,Franchise,Levis,Levis Womens,Womens,Accessories,2021 Actual Rate,167134.00,6428.00,7650.00
2021,October,Beyond Yoga,Beyond Yoga,DTC,Ecomm,Beyond Yoga,,,,2021 Actual Rate,180300.00,10017.00,10818.00
2021,October,Asia,Singapore,DTC,Ecomm,Signature,,Womens,Bottoms,2021 Actual Rate,178232.00,8487.00,9675.00
2021,October,Asia,Singapore,Wholesale,Franchise,Signature,,Mens,Tops,FCST7 Rate,150612.00,8860.00,9480.00
2021,October,Beyond Yoga,Beyond Yoga,DTC,Ecomm,Beyond Yoga,,,,2021 Actual Rate,182930.00,7622.00,8613.00
2021,October,Asia,Singapore,Wholesale,Franchise,Levis,Levis Mens,Mens,Bottoms,FCST10 Rate,156268.00,6010.00,6611.00
2021,October,Asia,Singapore,DTC,Ecomm,Levis,Levis Mens,Mens,Bottoms,2021 Actual Rate,181235.00,8630.00,10356.00
2021,October,Asia,Singapore,DTC,Concessionaire,Levis,Levis Mens,Mens,Bottoms,2021 Actual Rate,189137.00,6305.00,6935.00
2021,October,Asia,Singapore,Wholesale,Franchise,Signature,,Mens,Bottoms,2021 Actual Rate,169972.00,6799.00,8499.00
2021,October,Asia,Singapore,Wholesale,Franchise,Levis,Levis Mens,Mens,Bottoms,2021 Actual Rate,197228.00,8575.00,9347.00
2021,October,Asia,Singapore,DTC,Concessionaire,Denizen,,Mens,Tops,2021 Actual Rate,170053.00,6802.00,8367.00
2021,October,Asia,Singapore,Wholesale,Licensing,Dockers,,Mens,No Product Category,2021 Actual Rate,185401.00,7131.00,7773.00
2021,October,Asia,Singapore,Wholesale,Franchise,Levis,Levis Mens,Mens,No Product Category,FCST4 Rate,170704.00,8984.00,9523.00
2021,October,Asia,Singapore,Wholesale,Franchise,Levis,Levis Mens,Mens,Bottoms,2021 Actual Rate,184798.00,6844.00,7597.00
2021,October,Asia,Singapore,DTC,Mainline,Signature,,Mens,Tops,FCST10 Rate,164402.00,8653.00,9778.00
2021,October,Asia,Singapore,Wholesale,Franchise,Signature,,Womens,Bottoms,2021 Actual Rate,187812.00,7826.00,8452.00
2021,October,Asia,Singapore,DTC,Ecomm,Levis,Levis Mens,Mens,Tops,2021 Actual Rate,178327.00,5944.00,7311.00
2021,October,Asia,Singapore,Wholesale,Franchise,Levis,Levis Womens,Womens,No Product Category,FCST10 Rate,197757.00,7910.00,8543.00
2021,October,Asia,Singapore,Wholesale,Franchise,Levis,Levis Womens,Womens,Bottoms,2021 Actual Rate,158568.00,6607.00,7136.00
2021,October,Asia,Singapore,Wholesale,Franchise,Denizen,,Womens,Bottoms,2021 Actual Rate,157613.00,7164.00,7594.00
2021,October,Asia,Singapore,DTC,Ecomm,Signature,,Womens,Accessories,2021 Actual Rate,156432.00,7822.00,8604.00
2021,October,Beyond Yoga,Beyond Yoga,DTC,Ecomm,Beyond Yoga,,,,FCST7 Rate,181550.00,10086.00,10590.00
2021,October,Asia,Singapore,Wholesale,Franchise,Denizen,,Womens,Bottoms,FCST10 Rate,152483.00,5446.00,6644.00
2021,October,Asia,Singapore,Wholesale,Licensing,Dockers,,Womens,Footwear,2021 Actual Rate,160801.00,7657.00,9189.00
2021,September,Asia,Singapore,Wholesale,Franchise,Levis,Levis Womens,Womens,Tops,2021 Actual Rate,190186.00,9056.00,11321.00
2021,September,Asia,Singapore,Wholesale,Franchise,Levis,Levis Mens,Mens,Bottoms,FCST4 Rate,184908.00,7112.00,7894.00
2021,September,Asia,Singapore,DTC,Ecomm,Levis,Levis Womens,Womens,Tops,2021 Actual Rate,169067.00,5830.00,6763.00
2021,September,Asia,Singapore,Wholesale,Franchise,Signature,,Womens,Bottoms,2021 Actual Rate,157072.00,7480.00,9275.00
2021,September,Asia,Singapore,Wholesale,Franchise,Levis,Levis Mens,Mens,Bottoms,2021 Actual Rate,197399.00,7896.00,8291.00
2021,September,Asia,Singapore,DTC,Ecomm,Levis,Levis Womens,Womens,Tops,FCST7 Rate,167984.00,7304.00,7669.00
2021,September,Asia,Singapore,Wholesale,Franchise,Levis,Levis Womens,Womens,No Product Category,2021 Actual Rate,175518.00,8358.00,9862.00
2021,September,Beyond Yoga,Beyond Yoga,DTC,Mainline,Beyond Yoga,,,,2021 Actual Rate,186060.00,9303.00,11629.00
2021,September,Asia,Singapore,Wholesale,Franchise,Denizen,,Womens,Tops,2021 Actual Rate,156183.00,8677.00,9892.00
2021,September,Asia,Singapore,Wholesale,Franchise,Levis,Levis Mens,Mens,Bottoms,FCST4 Rate,198627.00,7357.00,8901.00
2021,September,Asia,Singapore,Wholesale,Franchise,Levis,Levis Womens,Womens,No Product Category,2021 Actual Rate,195826.00,6528.00,7441.00
2021,September,Asia,Singapore,DTC,Ecomm,Levis,Levis Womens,Womens,Bottoms,2021 Actual Rate,156616.00,6809.00,8035.00
2021,September,Beyond Yoga,Beyond Yoga,Wholesale,Wholesale,Beyond Yoga,,,,2021 Actual Rate,199010.00,11056.00,11719.00
2021,September,Asia,Singapore,DTC,Outlet,Denizen,,Mens,Tops,2021 Actual Rate,174153.00,6698.00,7502.00
2021,September,Asia,Singapore,Wholesale,Franchise,Levis,Levis Mens,Mens,No Product Category,2021 Actual Rate,154264.00,5142.00,5656.00
2021,September,Asia,Singapore,Wholesale,Licensing,Dockers,,Mens,Bottoms,FCST4 Rate,188281.00,7531.00,8736.00
2021,September,Beyond Yoga,Beyond Yoga,Wholesale,Wholesale,Beyond Yoga,,,,2021 Actual Rate,154990.00,7045.00,8384.00
2021,September,Asia,Singapore,DTC,Ecomm,Dockers,,Mens,Tops,2021 Actual Rate,184391.00,6146.00,7499.00
2021,September,Asia,Singapore,Wholesale,Franchise,Levis,Levis Womens,Womens,Tops,FCST7 Rate,161064.00,6443.00,7087.00
2021,September,Asia,Singapore,Wholesale,Franchise,Dockers,,Mens,Accessories,2021 Actual Rate,193661.00,11392.00,13898.00
2021,September,Asia,Singapore,Wholesale,Franchise,Levis,Levis Womens,Womens,Tops,2021 Actual Rate,197646.00,7906.00,8696.00
2021,September,Asia,Singapore,Wholesale,Licensing,Dockers,,Mens,No Product Category,2021 Actual Rate,182681.00,7307.00,7819.00
2021,September,Asia,Singapore,DTC,Commissionaire,Levis,Levis Womens,Womens,No Product Category,FCST7 Rate,185145.00,9257.00,10646.00
2021,September,Asia,Singapore,Wholesale,Franchise,Levis,Levis Mens,Mens,Bottoms,2021 Actual Rate,154508.00,5150.00,5820.00
2021,September,Beyond Yoga,Beyond Yoga,Wholesale,Wholesale,Beyond Yoga,,,,2021 Actual Rate,153310.00,5475.00,5749.00
2021,September,Asia,Singapore,DTC,Ecomm,Levis,Levis Womens,Womens,Bottoms,2021 Actual Rate,190006.00,6334.00,7727.00
2021,September,Asia,Singapore,DTC,Outlet,Levis,Levis Womens,Womens,Bottoms,2021 Actual Rate,154959.00,7748.00,8988.00
2021,August,Asia,Singapore,Wholesale,Franchise,Levis,Levis Mens,Mens,Tops,2021 Actual Rate,168878.00,6255.00,7193.00
2021,August,Beyond Yoga,Beyond Yoga,DTC,Ecomm,Beyond Yoga,,,,FCST10 Rate,187720.00,8162.00,9794.00
2021,August,Asia,Singapore,DTC,Outlet,Levis,Levis Mens,Mens,No Product Category,2021 Actual Rate,162085.00,7718.00,8413.00
2021,August,Asia,Singapore,Wholesale,Franchise,Levis,Levis Womens,Womens,Tops,2021 Actual Rate,196278.00,6543.00,7066.00
2021,August,Asia,Singapore,Wholesale,Franchise,Levis,Levis Womens,Womens,Tops,2021 Actual Rate,158608.00,7553.00,8912.00
2021,August,Asia,Singapore,DTC,Ecomm,Levis,Levis Womens,Womens,Tops,2021 Actual Rate,190846.00,7952.00,9145.00
2021,August,Asia,Singapore,DTC,Mainline,Levis,Levis Mens,Mens,Accessories,FCST7 Rate,155988.00,5200.00,5824.00
2021,August,Asia,Singapore,Wholesale,Franchise,Levis,Levis Mens,Mens,No Product Category,2021 Actual Rate,167677.00,9863.00,12231.00
2021,August,Asia,Singapore,DTC,Ecomm,Levis,Levis Womens,Womens,Bottoms,FCST7 Rate,183107.00,7629.00,8698.00
2021,August,Asia,Singapore,Wholesale,Wholesale,Levis,Levis Mens,Mens,Bottoms,FCST4 Rate,162165.00,8108.00,10135.00
2021,August,Asia,Singapore,Wholesale,Wholesale,Levis,Levis Womens,Womens,Accessories,2021 Actual Rate,155835.00,5772.00,6349.00
2021,August,Asia,Singapore,DTC,Ecomm,Levis,Levis Womens,Womens,Bottoms,2021 Actual Rate,170784.00,6569.00,7028.00
2021,August,Asia,Singapore,DTC,Ecomm,Dockers,,Womens,No Product Category,2021 Actual Rate,151551.00,5413.00,6224.00
2021,August,Asia,Singapore,Wholesale,Wholesale,Levis,Levis Womens,Womens,Tops,2021 Actual Rate,151565.00,6889.00,8405.00
2021,August,Asia,Singapore,DTC,Mainline,Levis,Levis Womens,Womens,Tops,2021 Actual Rate,188216.00,8963.00,10666.00
2021,August,Asia,Singapore,DTC,Ecomm,Levis,Levis Womens,Womens,Bottoms,2021 Actual Rate,175115.00,8339.00,8839.00
2021,August,Asia,Singapore,DTC,Ecomm,Levis,Levis Mens,Mens,Tops,2021 Actual Rate,156119.00,6505.00,7416.00
2021,August,Asia,Singapore,Wholesale,Franchise,Dockers,,Mens,Tops,FCST7 Rate,167031.00,7954.00,8829.00
2021,August,Asia,Singapore,Wholesale,Franchise,Dockers,,Mens,Tops,FCST4 Rate,169301.00,8062.00,9916.00
2021,August,Asia,Singapore,DTC,Ecomm,Levis,Levis Mens,Mens,Tops,FCST10 Rate,191516.00,11266.00,12167.00
2021,August,Asia,Singapore,Wholesale,Franchise,Levis,Levis Womens,Womens,Bottoms,2021 Actual Rate,183774.00,7657.00,8806.00
2021,August,Asia,Singapore,DTC,Concessionaire,Dockers,,Womens,Accessories,FCST4 Rate,188561.00,9924.00,12207.00
2021,August,Asia,Singapore,Wholesale,Franchise,Levis,Levis Mens,Mens,Tops,FCST4 Rate,155838.00,8202.00,9432.00
2021,August,Asia,Singapore,DTC,Ecomm,Levis,Levis Mens,Mens,Bottoms,2021 Actual Rate,182324.00,6287.00,6664.00
2021,August,Asia,Singapore,Wholesale,Franchise,Dockers,,Mens,Tops,2021 Actual Rate,171111.00,5704.00,6502.00
2021,August,Asia,Singapore,DTC,Ecomm,Levis,Levis Mens,Mens,Bottoms,2021 Actual Rate,152816.00,6367.00,7450.00
2021,August,Asia,Singapore,DTC,Ecomm,Levis,Levis Mens,Mens,Tops,FCST7 Rate,186496.00,6907.00,7805.00
2021,July,Asia,Singapore,Wholesale,Franchise,Levis,Levis Womens,Womens,Bottoms,2021 Actual Rate,178348.00,9387.00,11452.00
2021,July,Asia,Singapore,DTC,Outlet,Levis,Levis Mens,Mens,Tops,2021 Actual Rate,153797.00,8544.00,10253.00
2021,July,Asia,Singapore,Wholesale,Wholesale,Levis,Levis Womens,Womens,Footwear,2021 Actual Rate,160805.00,7309.00,8113.00
2021,July,Beyond Yoga,Beyond Yoga,Wholesale,Wholesale,Beyond Yoga,,,,2021 Actual Rate,162530.00,5604.00,6165.00
2021,July,Asia,Singapore,Wholesale,Wholesale,Levis,Levis Womens,Womens,Bottoms,FCST7 Rate,155345.00,5357.00,5839.00
2021,July,Asia,Singapore,DTC,Ecomm,Levis,Levis Mens,Mens,No Product Category,2021 Actual Rate,182558.00,7302.00,7960.00
2021,July,Asia,Singapore,Wholesale,Wholesale,Levis,Levis Womens,Womens,Tops,2021 Actual Rate,191765.00,6613.00,8266.00
2021,July,Asia,Singapore,DTC,Ecomm,Levis,Levis Mens,Mens,Bottoms,2021 Actual Rate,179687.00,6911.00,8224.00
2021,July,Asia,Singapore,DTC,Ecomm,Levis,Levis Womens,Womens,Footwear,2021 Actual Rate,164099.00,7814.00,8596.00
2021,July,Asia,Singapore,Wholesale,Franchise,Signature,,Mens,Tops,2021 Actual Rate,174022.00,6445.00,7090.00
2021,July,Beyond Yoga,Beyond Yoga,Wholesale,Wholesale,Beyond Yoga,,,,FCST4 Rate,168530.00,8870.00,10201.00
2021,July,Beyond Yoga,Beyond Yoga,Wholesale,Wholesale,Beyond Yoga,,,,FCST7 Rate,151570.00,5227.00,6376.00
2021,July,Asia,Singapore,Wholesale,Franchise,Levis,Levis Womens,Womens,Accessories,2021 Actual Rate,162706.00,7748.00,9607.00
2021,July,Asia,Singapore,Wholesale,Franchise,Levis,Levis Mens,Mens,Tops,2021 Actual Rate,156264.00,7813.00,9298.00
2021,July,Asia,Singapore,Wholesale,Franchise,Levis,Levis Mens,Mens,Bottoms,2021 Actual Rate,179178.00,6891.00,7374.00
2021,July,Asia,Singapore,Wholesale,Franchise,Levis,Levis Mens,Mens,No Product Category,2021 Actual Rate,185978.00,10940.00,13565.00
2021,July,Asia,Singapore,DTC,Ecomm,Levis,Levis Womens,Womens,Accessories,2021 Actual Rate,163194.00,5440.00,5875.00
2021,July,Asia,Singapore,DTC,Concessionaire,Levis,Levis Mens,Mens,Accessories,2021 Actual Rate,193729.00,8806.00,9686.00
2021,July,Asia,Singapore,DTC,Ecomm,Levis,Levis Womens,Womens,Bottoms,2021 Actual Rate,174484.00,10264.00,12111.00
2021,July,Asia,Singapore,Wholesale,Franchise,Levis,Levis Womens,Womens,Tops,2021 Actual Rate,186088.00,8091.00,9547.00
2021,July,Asia,Singapore,DTC,Ecomm,Levis,Levis Mens,Mens,Tops,2021 Actual Rate,188716.00,8205.00,10092.00
2021,July,Beyond Yoga,Beyond Yoga,Wholesale,Wholesale,Beyond Yoga,,,,FCST4 Rate,196480.00,6775.00,7927.00
2021,July,Asia,Singapore,DTC,Ecomm,Dockers,,Womens,Bottoms,FCST4 Rate,184451.00,7094.00,8797.00
2021,July,Asia,Singapore,Wholesale,Licensing,Denizen,,Mens,Accessories,2021 Actual Rate,173073.00,8242.00,9148.00
2021,July,Asia,Singapore,DTC,Concessionaire,Denizen,,Mens,Bottoms,2021 Actual Rate,165853.00,7898.00,8845.00
2021,July,Asia,Singapore,DTC,Ecomm,Signature,,Mens,Bottoms,2021 Actual Rate,171902.00,9550.00,11460.00
2021,July,Asia,Singapore,DTC,Ecomm,Levis,Levis Mens,Mens,Bottoms,2021 Actual Rate,163964.00,8630.00,9752.00
2021,June,Beyond Yoga,Beyond Yoga,Wholesale,Wholesale,Beyond Yoga,,,,2021 Actual Rate,161460.00,8498.00,10197.00
2021,June,Asia,Singapore,Wholesale,Franchise,Denizen,,Mens,Footwear,2021 Actual Rate,177523.00,9862.00,11638.00
2021,June,Asia,Singapore,DTC,Outlet,Dockers,,Mens,No Product Category,2021 Actual Rate,198611.00,7093.00,7874.00
2021,June,Asia,Singapore,Wholesale,Franchise,Levis,Levis Mens,Mens,Accessories,2021 Actual Rate,193807.00,9690.00,11532.00
2021,June,Asia,Singapore,Wholesale,Franchise,Levis,Levis Mens,Mens,No Product Category,2021 Actual Rate,193277.00,8053.00,8697.00
2021,June,Asia,Singapore,DTC,Ecomm,Levis,Levis Mens,Mens,Accessories,2021 Actual Rate,162556.00,7389.00,8571.00
2021,June,Beyond Yoga,Beyond Yoga,DTC,Mainline,Beyond Yoga,,,,2021 Actual Rate,191170.00,10621.00,12214.00
2021,June,Asia,Singapore,Wholesale,Franchise,Dockers,,Mens,No Product Category,FCST4 Rate,152331.00,8017.00,8579.00
2021,June,Asia,Singapore,DTC,Ecomm,Levis,Levis Womens,Womens,Accessories,FCST4 Rate,180416.00,10023.00,12328.00
2021,June,Asia,Singapore,Wholesale,Franchise,Levis,Levis Womens,Womens,Tops,FCST4 Rate,182998.00,8318.00,10065.00
2021,June,Asia,Singapore,DTC,Ecomm,Levis,Levis Mens,Mens,Bottoms,2021 Actual Rate,193614.00,8801.00,10825.00
2021,June,Asia,Singapore,DTC,Ecomm,Levis,Levis Mens,Mens,Tops,FCST10 Rate,158454.00,7923.00,8477.00
2021,June,Asia,Singapore,Wholesale,Franchise,Levis,Levis Mens,Mens,No Product Category,2021 Actual Rate,161536.00,9502.00,11212.00
2021,June,Beyond Yoga,Beyond Yoga,Wholesale,Wholesale,Beyond Yoga,,,,FCST10 Rate,192370.00,8364.00,10371.00
2021,June,Asia,Singapore,DTC,Commissionaire,Levis,Levis Womens,Womens,Bottoms,2021 Actual Rate,159057.00,6362.00,6871.00
2021,June,Beyond Yoga,Beyond Yoga,DTC,Ecomm,Beyond Yoga,,,,2021 Actual Rate,158320.00,7539.00,9424.00
2021,June,Asia,Singapore,DTC,Ecomm,Dockers,,Mens,Bottoms,FCST10 Rate,189691.00,8622.00,9226.00
2021,June,Asia,Singapore,Wholesale,Wholesale,Levis,Levis Mens,Mens,Bottoms,FCST7 Rate,182815.00,9141.00,10877.00
2021,June,Asia,Singapore,Wholesale,Franchise,Levis,Levis Mens,Mens,Bottoms,2021 Actual Rate,180546.00,9027.00,9930.00
2021,June,Asia,Singapore,DTC,Ecomm,Levis,Levis Womens,Womens,Tops,FCST7 Rate,174866.00,7286.00,8306.00
2021,June,Asia,Singapore,DTC,Ecomm,Signature,,Mens,Bottoms,2021 Actual Rate,172812.00,6647.00,7909.00
2021,June,Asia,Singapore,Wholesale,Licensing,Levis,Levis Womens,Womens,Bottoms,2021 Actual Rate,174857.00,6994.00,8323.00
2021,June,Asia,Singapore,Wholesale,Franchise,Levis,Levis Womens,Womens,Bottoms,2021 Actual Rate,189844.00,8254.00,8749.00
2021,June,Asia,Singapore,DTC,Concessionaire,Levis,Levis Mens,Mens,Bottoms,2021 Actual Rate,159469.00,6379.00,7718.00
2021,June,Asia,Singapore,DTC,Ecomm,Dockers,,Mens,Footwear,2021 Actual Rate,179231.00,7468.00,8962.00
2021,June,Asia,Singapore,DTC,Concessionaire,Dockers,,Mens,No Product Category,2021 Actual Rate,179161.00,5972.00,7346.00
2021,June,Asia,Singapore,DTC,Concessionaire,Dockers,,Womens,No Product Category,2021 Actual Rate,181141.00,6967.00,7942.00
2021,May,Asia,Singapore,Wholesale,Franchise,Levis,Levis Mens,Mens,Tops,2021 Actual Rate,192098.00,11300.00,13673.00
2021,May,Beyond Yoga,Beyond Yoga,DTC,Ecomm,Beyond Yoga,,,,FCST4 Rate,191990.00,9142.00,10148.00
2021,May,Asia,Singapore,DTC,Ecomm,Denizen,,Mens,Tops,2021 Actual Rate,159843.00,8413.00,9170.00
2021,May,Asia,Singapore,Wholesale,Franchise,Signature,,Womens,Bottoms,2021 Actual Rate,178892.00,10523.00,11996.00
2021,May,Asia,Singapore,Wholesale,Licensing,Denizen,,Mens,Tops,FCST10 Rate,192233.00,10118.00,11838.00
2021,May,Asia,Singapore,DTC,Mainline,Levis,Levis Mens,Mens,Bottoms,2021 Actual Rate,180068.00,6209.00,6768.00
2021,May,Asia,Singapore,Wholesale,Wholesale,Levis,Levis Mens,Mens,Tops,2021 Actual Rate,157335.00,8741.00,9178.00
2021,May,Asia,Singapore,Wholesale,Franchise,Signature,,Womens,Tops,2021 Actual Rate,188662.00,8203.00,9269.00
2021,May,Beyond Yoga,Beyond Yoga,DTC,Ecomm,Beyond Yoga,,,,2021 Actual Rate,156130.00,8674.00,10062.00
2021,May,Asia,Singapore,Wholesale,Franchise,Levis,Levis Womens,Womens,Tops,2021 Actual Rate,162394.00,7382.00,8194.00
2021,May,Asia,Singapore,DTC,Ecomm,Levis,Levis Womens,Womens,Tops,2021 Actual Rate,164868.00,8243.00,10057.00
2021,May,Asia,Singapore,Wholesale,Licensing,Levis,Levis Mens,Mens,Tops,FCST10 Rate,181657.00,7266.00,7775.00
2021,May,Asia,Singapore,Wholesale,Franchise,Levis,Levis Womens,Womens,Footwear,2021 Actual Rate,173707.00,8685.00,10422.00
2021,May,Asia,Singapore,Wholesale,Franchise,Levis,Levis Womens,Womens,Tops,2021 Actual Rate,190237.00,11190.00,13764.00
2021,May,Asia,Singapore,DTC,Ecomm,Levis,Levis Womens,Womens,Bottoms,2021 Actual Rate,157259.00,6837.00,7248.00
2021,May,Asia,Singapore,DTC,Ecomm,Levis,Levis Womens,Womens,No Product Category,2021 Actual Rate,199355.00,9493.00,11582.00
2021,May,Asia,Singapore,DTC,Ecomm,Denizen,,Womens,Tops,2021 Actual Rate,164863.00,8243.00,9892.00
2021,May,Asia,Singapore,Wholesale,Franchise,Denizen,,Mens,Tops,FCST7 Rate,159523.00,7251.00,8991.00
2021,May,Asia,Singapore,Wholesale,Franchise,Levis,Levis Mens,Mens,Tops,2021 Actual Rate,186357.00,6656.00,8253.00
2021,May,Asia,Singapore,Wholesale,Franchise,Levis,Levis Mens,Mens,Tops,2021 Actual Rate,180008.00,8572.00,9172.00
2021,May,Asia,Singapore,Wholesale,Franchise,Denizen,,Mens,Tops,FCST7 Rate,168483.00,7325.00,8204.00
2021,May,Asia,Singapore,DTC,Ecomm,Dockers,,Womens,No Product Category,2021 Actual Rate,166751.00,7580.00,8338.00
2021,May,Asia,Singapore,Wholesale,Licensing,Levis,Levis Womens,Womens,Accessories,2021 Actual Rate,192049.00,11297.00,14121.00
2021,May,Asia,Singapore,Wholesale,Franchise,Levis,Levis Womens,Womens,No Product Category,2021 Actual Rate,192588.00,8373.00,8792.00
2021,May,Asia,Singapore,Wholesale,Franchise,Signature,,Mens,Bottoms,2021 Actual Rate,160132.00,6672.00,7873.00
2021,May,Asia,Singapore,Wholesale,Franchise,Dockers,,Mens,Bottoms,2021 Actual Rate,175891.00,7329.00,8721.00
2021,May,Beyond Yoga,Beyond Yoga,DTC,Ecomm,Beyond Yoga,,,,FCST4 Rate,153470.00,5903.00,6552.00
2021,April,Asia,Singapore,Wholesale,Franchise,Denizen,,Womens,Tops,2021 Actual Rate,181173.00,7247.00,8841.00
2021,April,Asia,Singapore,DTC,Ecomm,Signature,,Mens,No Product Category,FCST10 Rate,170442.00,8522.00,10227.00
2021,April,Asia,Singapore,Wholesale,Franchise,Denizen,,Womens,No Product Category,2021 Actual Rate,184903.00,6376.00,7524.00
2021,April,Asia,Singapore,DTC,Ecomm,Levis,Levis Mens,Mens,No Product Category,FCST4 Rate,188656.00,10481.00,11424.00
2021,April,Asia,Singapore,DTC,Ecomm,Signature,,Womens,Tops,2021 Actual Rate,154482.00,9087.00,10995.00
2021,April,Asia,Singapore,Wholesale,Franchise,Denizen,,Womens,Bottoms,FCST7 Rate,152783.00,8041.00,9408.00
2021,April,Beyond Yoga,Beyond Yoga,Wholesale,Wholesale,Beyond Yoga,,,,2021 Actual Rate,152370.00,5079.00,6349.00
2021,April,Asia,Singapore,DTC,Ecomm,Levis,Levis Mens,Mens,Bottoms,2021 Actual Rate,190354.00,7931.00,8328.00
2021,April,Asia,Singapore,DTC,Concessionaire,Dockers,,Womens,Accessories,2021 Actual Rate,175741.00,7641.00,8558.00
2021,April,Asia,Singapore,DTC,Mainline,Levis,Levis Womens,Womens,Tops,2021 Actual Rate,151998.00,5630.00,6755.00
2021,April,Beyond Yoga,Beyond Yoga,DTC,Mainline,Beyond Yoga,,,,FCST10 Rate,166250.00,9236.00,10806.00
2021,April,Asia,Singapore,DTC,Concessionaire,Levis,Levis Womens,Womens,Footwear,2021 Actual Rate,190105.00,9053.00,10682.00
2021,April,Asia,Singapore,Wholesale,Franchise,Levis,Levis Mens,Mens,Bottoms,FCST7 Rate,170158.00,7398.00,7768.00
2021,April,Asia,Singapore,DTC,Concessionaire,Levis,Levis Womens,Womens,Tops,2021 Actual Rate,194737.00,7789.00,9036.00
2021,April,Asia,Singapore,Wholesale,Franchise,Dockers,,Womens,Bottoms,FCST10 Rate,168141.00,9341.00,11023.00
2021,April,Asia,Singapore,Wholesale,Franchise,Levis,Levis Mens,Mens,Bottoms,FCST4 Rate,190029.00,8262.00,10162.00
2021,April,Asia,Singapore,Wholesale,Franchise,Signature,,Mens,No Product Category,2021 Actual Rate,199492.00,7125.00,8265.00
2021,April,Asia,Singapore,DTC,Ecomm,Levis,Levis Mens,Mens,No Product Category,2021 Actual Rate,151474.00,7574.00,8180.00
2021,April,Asia,Singapore,Wholesale,Franchise,Levis,Levis Mens,Mens,Accessories,2021 Actual Rate,184368.00,9704.00,11450.00
2021,April,Asia,Singapore,DTC,Concessionaire,Levis,Levis Mens,Mens,Accessories,2021 Actual Rate,181277.00,7553.00,8611.00
2021,April,Asia,Singapore,DTC,Ecomm,Dockers,,Mens,Bottoms,2021 Actual Rate,177491.00,8068.00,8713.00
2021,April,Asia,Singapore,DTC,Concessionaire,Denizen,,Womens,Bottoms,2021 Actual Rate,180913.00,6238.00,6613.00
2021,April,Asia,Singapore,DTC,Ecomm,Levis,Levis Womens,Womens,Accessories,2021 Actual Rate,191846.00,9136.00,10414.00
2021,April,Asia,Singapore,Wholesale,Franchise,Dockers,,Mens,Bottoms,FCST10 Rate,184251.00,8011.00,8732.00
2021,April,Beyond Yoga,Beyond Yoga,DTC,Ecomm,Beyond Yoga,,,,FCST10 Rate,186390.00,6903.00,7387.00
2021,April,Asia,Singapore,Wholesale,Franchise,Dockers,,Womens,Footwear,FCST10 Rate,161011.00,6193.00,6502.00
2021,April,Asia,Singapore,Wholesale,Franchise,Levis,Levis Womens,Womens,Tops,2021 Actual Rate,193247.00,8052.00,9179.00
2021,March,Asia,Singapore,DTC,Commissionaire,Levis,Levis Mens,Mens,Tops,2021 Actual Rate,156825.00,5228.00,5698.00
2021,March,Asia,Singapore,DTC,Ecomm,Levis,Levis Womens,Womens,Tops,2021 Actual Rate,173408.00,8670.00,9971.00
2021,March,Asia,Singapore,DTC,Commissionaire,Denizen,,Womens,Tops,2021 Actual Rate,182433.00,6757.00,7297.00
2021,March,Asia,Singapore,DTC,Outlet,Denizen,,Womens,Tops,FCST4 Rate,195643.00,8506.00,9867.00
2021,March,Asia,Singapore,Wholesale,Franchise,Signature,,Mens,Bottoms,2021 Actual Rate,163952.00,5465.00,6558.00
2021,March,Asia,Singapore,Wholesale,Franchise,Denizen,,Mens,No Product Category,2021 Actual Rate,199243.00,6641.00,7173.00
2021,March,Asia,Singapore,Wholesale,Franchise,Levis,Levis Mens,Mens,Bottoms,2021 Actual Rate,191706.00,9585.00,11886.00
2021,March,Asia,Singapore,DTC,Mainline,Signature,,Mens,Tops,2021 Actual Rate,181412.00,6047.00,7196.00
2021,March,Asia,Singapore,DTC,Concessionaire,Levis,Levis Mens,Mens,Tops,2021 Actual Rate,169937.00,7724.00,8651.00
2021,March,Asia,Singapore,DTC,Ecomm,Levis,Levis Mens,Mens,Bottoms,2021 Actual Rate,185784.00,7431.00,8249.00
2021,March,Asia,Singapore,Wholesale,Franchise,Levis,Levis Womens,Womens,Tops,2021 Actual Rate,166679.00,7576.00,8864.00
2021,March,Asia,Singapore,DTC,Ecomm,Signature,,Mens,Footwear,FCST10 Rate,159452.00,7248.00,8480.00
2021,March,Asia,Singapore,Wholesale,Franchise,Levis,Levis Womens,Womens,Tops,2021 Actual Rate,195558.00,6519.00,6845.00
2021,March,Asia,Singapore,DTC,Ecomm,Levis,Levis Mens,Mens,Footwear,FCST7 Rate,153994.00,7000.00,7910.00
2021,March,Asia,Singapore,Wholesale,Franchise,Levis,Levis Mens,Mens,No Product Category,FCST10 Rate,158997.00,7950.00,9858.00
2021,March,Beyond Yoga,Beyond Yoga,Wholesale,Wholesale,Beyond Yoga,,,,2021 Actual Rate,162400.00,9022.00,11188.00
